geneId	nbUmis	nbIsoformSet	nbIsoformNotSet
Crlf2	36	11	25
RP23-320I11.10	2	2	0
Crlf1	39	17	22
AC129188.1	54	2	52
Crlf3	28	17	11
Mapk8ip1	119	19	100
Mapk8ip2	66	29	37
Lfng	14	11	3
Mapk8ip3	36	5	31
Arfip2	65	48	17
RP23-121J14.4	3	0	3
RP24-78M9.4	1	1	0
Cluh	6	0	6
Prpf39	13	0	13
Tceal9	571	530	41
Prpf31	108	63	45
Tceal1	48	40	8
Mitf	1	1	0
RP24-286H7.4	3	3	0
Tceal3	33	26	7
Tceal6	22	22	0
Tceal5	32	22	10
Atp5l2-ps	3	3	0
Tceal8	179	162	17
RP23-33L19.2	1	1	0
Mgrn1	47	20	27
RP23-394E9.1	8	3	5
Xist	2449	8	2441
RP23-35P3.1	1	0	1
Tpd52	22	10	12
Prpf19	206	125	81
RP24-463K5.2	1	0	1
Prpf18	28	10	18
Bivm	20	7	13
Rad9a	15	7	8
Rad9b	12	2	10
RP24-114P21.2	2	2	0
Chordc1	62	23	39
Wfs1	6	0	6
Skiv2l	26	10	16
Adcyap1r1	33	0	33
Gripap1	75	4	71
Chodl	4	3	1
RP23-120K5.1	1	1	0
Efcab14	25	9	16
Efcab11	14	12	2
Shank2	6	0	6
Shank1	41	0	41
Gm17374	2	0	2
Gon4l	77	0	77
Shank3	1	0	1
Dmxl2	23	0	23
Dmxl1	34	0	34
RP24-120F8.1	2	2	0
RP23-78N8.10	1	1	0
RP23-263M5.2	1	1	0
Psd3	19	5	14
Gyg	17	14	3
Opa1	41	4	37
Psd4	1	0	1
Opa3	57	27	30
Psd2	16	1	15
RP24-459P6.1	6	3	3
RP23-192D21.1	3	3	0
Ift122	36	1	35
RP23-253N17.1	3	1	2
Psap	233	104	129
Esco1	15	2	13
Esco2	54	6	48
Rlbp1	99	63	36
Ctnnal1	3	2	1
Kansl3	48	23	25
Acvr1c	3	0	3
Kansl1	51	0	51
Kansl2	91	41	50
Tango2	33	5	28
Tango6	1	0	1
Mcfd2	31	23	8
Islr2	182	1	181
Acvr1b	10	1	9
Mapk12	6	3	3
Rad51	31	22	9
Rad50	44	0	44
Mapk14	21	6	15
Mapk15	2	0	2
Rad52	23	1	22
Gm17383	45	0	45
C530050E15Rik	1	0	1
Stub1	49	12	37
Ntrk2	68	10	58
Ntrk3	115	29	86
Plod3	4	0	4
Acvr2a	30	4	26
Esf1	104	0	104
Plod1	3	0	3
Plod2	6	1	5
Acvr2b	71	41	30
Rchy1	124	57	67
Ehbp1	40	0	40
Mapk10	79	19	60
Mapk11	34	13	21
RP24-77I21.3	8	4	4
Aldh5a1	10	2	8
RP24-511E21.5	2	2	0
Trib3	1	1	0
Sostdc1	6	5	1
Trib2	52	18	34
Trib1	17	13	4
AC146815.1	1	1	0
RP23-363M8.2	11	11	0
RP23-363M8.1	33	33	0
Dpf1	144	60	84
Cmc1	47	40	7
Iffo2	1	0	1
Dpf2	82	46	36
Cmc2	84	74	10
Dpf3	6	0	6
Cirbp	487	424	63
Cmas	124	60	64
Iffo1	24	9	15
Actl6a	197	81	116
Actl6b	240	120	120
AC133589.1	1	0	1
Kalrn	41	0	41
2700046G09Rik	2	1	1
Mid1ip1	84	57	27
RP24-84O13.9	1	0	1
RP23-296O20.1	2	2	0
Nmd3	57	29	28
AC091465.2	1	0	1
AC116677.2	3	1	2
Dph2	19	11	8
Dph3	115	101	14
Dph5	35	13	22
AC116677.4	1	1	0
Dph6	13	7	6
Dph7	27	11	16
Srfbp1	10	7	3
Cmbl	1	1	0
Ryr2	1	0	1
Ryr1	13	1	12
RP23-220J15.3	6	6	0
RP23-220J15.4	3	0	3
RP23-220J15.5	1	0	1
RP23-376G22.1	4	0	4
RP24-220N1.3	1	1	0
Ryr3	13	2	11
Suz12	31	2	29
Pbrm1	205	0	205
Gys1	11	1	10
Esm1	4	0	4
RP23-411B11.2	76	76	0
RP23-411B11.3	7	0	7
RP23-411B11.4	1	1	0
Lrrc14	29	7	22
Tceanc	3	2	1
Ammecr1	6	0	6
RP23-113I7.1	8	8	0
RP23-156A3.2	9	9	0
RP23-156A3.1	4	4	0
Gypa	9	7	2
Gypc	5	4	1
Nfe2l3	10	7	3
Nme5	1	1	0
Nme4	30	16	14
Nfe2l1	24	2	22
Nfe2l2	18	11	7
Nme1	26	0	26
RP23-422D12.3	2	2	0
RP24-439I22.6	10	10	0
RP24-439I22.7	2	2	0
Hck	1	1	0
RP24-439I22.8	10	10	0
Cacna2d1	59	14	45
RP24-439I22.9	27	27	0
RP24-548J11.7	1	1	0
Nme7	38	13	25
RP24-439I22.3	75	75	0
Nme6	42	21	21
RP23-136C22.3	1	1	0
RP24-439I22.4	8	8	0
RP24-548J11.2	8	8	0
Nme9	1	1	0
Lpcat1	61	42	19
RP24-439I22.5	14	14	0
Cacna2d3	14	2	12
Cacna2d2	22	1	21
Cacna2d4	1	0	1
Lpcat3	13	7	6
Lpcat2	2	1	1
Lpcat4	2	0	2
Lrrc36	1	0	1
RP23-273C23.1	28	28	0
RP24-221F4.2	25	7	18
Hdx	4	0	4
Sepsecs	5	0	5
RP23-341C5.3	5	0	5
Pcmtd2	41	11	30
Nfil3	29	25	4
RP23-28C17.1	2	0	2
RP23-341C5.6	1	0	1
Pcmtd1	88	25	63
Oraov1	29	19	10
Lrrc28	22	2	20
Lrrc29	1	1	0
Lrrc24	2	0	2
RP23-341J13.2	2	2	0
RP23-341J13.3	1	1	0
Lrrc20	20	7	13
Faap24	31	25	6
Faap20	118	104	14
Syce2	77	51	26
RP23-42D10.1	3	0	3
Mir16-2	2	2	0
Atp8a1	22	2	20
Atp8a2	15	1	14
Cmip	70	26	44
Lrrc56	5	0	5
Lrrc57	27	7	20
Lrrc58	36	5	31
Lrrc59	128	101	27
Cacybp	425	217	208
Lrrc55	5	0	5
Supv3l1	12	6	6
RP24-162O18.3	2	0	2
Lrrc51	7	3	4
Hgf	1	0	1
Atp8b2	3	1	2
RP23-225M12.2	1	1	0
RP23-225M12.1	6	6	0
Atp8b5	2	0	2
Dpm1	2	0	2
Lrrc49	65	26	39
Dpm2	99	84	15
Dpm3	55	27	28
Lrrc45	45	20	25
Hgs	75	1	74
Lrrc47	35	17	18
Lrrc41	42	22	20
Lrrc42	55	43	12
Dpy19l3	19	3	16
Dpy19l4	1	0	1
Dpy19l1	59	7	52
Fahd2a	22	19	3
Lrrc40	21	8	13
Traf3ip1	19	1	18
RP23-228B2.5	3	0	3
RP23-60E24.3	2	2	0
Myh10	123	4	119
Dpp3	59	28	31
Dpp6	13	0	13
Dpp7	7	3	4
Dpp8	13	0	13
Dpp9	35	7	28
Alg13	17	7	10
Alg14	19	14	5
Alg11	10	2	8
Alg12	3	0	3
Amhr2	1	0	1
Slc9a1	7	1	6
RP23-397L11.6	1	0	1
Lrrc73	29	17	12
RP23-397L11.5	1	1	0
Slc9a5	7	1	6
Fosl1	3	0	3
Slc9a8	19	10	9
Slc9a6	11	4	7
Slc9a7	1	0	1
Lrrc4b	70	9	61
Lrrc4c	11	4	7
Esr1	1	0	1
Espn	1	0	1
Cml1	6	6	0
Hk1	59	16	43
RP24-118C7.3	2	2	0
RP23-228B2.3	1	1	0
Lrrc69	1	0	1
RP24-225M1.5	10	10	0
Cab39l	11	6	5
Psph	54	16	38
Slc9b2	1	0	1
RP24-225M1.6	2	2	0
Fosl2	5	1	4
Lrrc61	10	1	9
Suv420h2	32	16	16
Xrra1	2	0	2
Suv420h1	61	3	58
Tgif1	6	4	2
Tgif2	38	14	24
Fra10ac1	50	18	32
Rasal2	58	5	53
Rpl36a	704	651	53
Anks3	27	4	23
Anks1	10	0	10
Gm6297	6	0	6
Rpl37a	736	709	27
Anks6	1	0	1
RP23-300H4.1	1	1	0
Gtf3c2	20	0	20
Ngly1	23	10	13
Gtf3c1	31	1	30
Gtf3c4	16	2	14
Gtf3c3	16	3	13
Gtf3c6	88	71	17
Gtf3c5	28	12	16
RP23-257P11.4	2	1	1
Sgol1	19	3	16
Hlf	1	0	1
Hn1	2264	2069	195
S100b	7	0	7
Spidr	9	4	5
RP24-275F18.1	2	2	0
RP24-571D21.2	7	0	7
Cttnbp2nl	44	8	36
RP23-57A17.2	2	2	0
Lgi1	10	7	3
Ackr3	31	23	8
Ackr1	5	0	5
Lrrc8a	6	0	6
Lrrc8b	11	0	11
Lrrc8c	7	3	4
Lrrc8d	26	1	25
Ssrp1	293	88	205
Rpl35a	158	143	15
Pstk	33	8	25
Zpr1	60	46	14
Ptf1a	1	1	0
RP23-238L7.1	14	0	14
RP23-322E23.8	10	6	4
Optc	3	1	2
Rmdn3	45	16	29
Rmdn1	9	0	9
Crmp1	691	313	378
Rmdn2	1	1	0
RP24-192J9.2	1	0	1
RP23-322E23.1	9	0	9
Optn	4	0	4
RP23-322E23.4	6	6	0
RP24-273I13.1	4	4	0
Uaca	5	0	5
RP23-69P8.2	28	27	1
Nutf2	271	262	9
Begain	10	1	9
Rad51c	8	2	6
Adprh	153	127	26
Rad51d	13	8	5
Rad51b	3	0	3
RP23-147D3.10	6	1	5
Cspp1	99	23	76
Adprm	22	10	12
RP23-397J5.2	10	0	10
RP23-172M21.16	6	0	6
Grtp1	17	15	2
RP23-469I15.2	2	0	2
Lgmn	25	17	8
RP23-316M14.2	1	1	0
RP23-316M14.3	1	1	0
Jag2	5	0	5
Jag1	2	0	2
RP23-189E15.2	1	0	1
Snai1	1	1	0
L3mbtl3	21	0	21
L3mbtl2	18	6	12
Ago4	25	3	22
Gmeb2	9	2	7
Ago3	31	0	31
Gmeb1	62	16	46
Ago2	55	9	46
Ago1	70	0	70
RP23-428G7.4	1	0	1
RP23-123N23.5	241	205	36
Nmt2	61	13	48
RP23-216C6.5	2	2	0
Nmt1	14	5	9
Akr1a1	659	550	109
RP23-216C6.2	3	0	3
Hrk	18	1	17
RP23-351K4.4	2	2	0
Scaf8	20	0	20
RP23-119C14.3	1	0	1
Kdm8	1	1	0
Sgms1	5	1	4
AC164557.1	5	0	5
Dpyd	3	1	2
Akr1b3	45	30	15
RP23-16C4.1	4	0	4
Akr1b8	2	2	0
Jak3	1	0	1
Jak2	18	0	18
Jak1	34	0	34
RP23-356D13.11	1	1	0
Hcfc1r1	261	223	38
Noc4l	33	25	8
Ano10	16	8	8
RP24-128P19.3	1	1	0
RP24-483G17.1	27	12	15
RP23-46L17.5	1	0	1
Slco5a1	31	0	31
RP23-46L17.6	7	7	0
RP24-255E8.1	1	1	0
RP23-102K8.1	6	6	0
Agtrap	4	0	4
RP23-310L8.1	1	1	0
Noc3l	15	3	12
Fetub	1	0	1
Htt	30	0	30
Shprh	29	6	23
Agps	10	0	10
RP24-264B23.2	3	1	2
Jam3	45	37	8
Jam2	12	7	5
RP24-388K7.2	2	2	0
Cx3cl1	1	0	1
RP24-388K7.1	15	15	0
Noc2l	34	6	28
RP24-443D19.8	19	2	17
Timp1	2	2	0
Rad54l	30	3	27
Timp3	28	1	27
RP23-151N6.4	3	0	3
Timp2	53	35	18
Ifitm2	2	0	2
Timp4	3	1	2
Ifitm3	5	5	0
RP24-388K7.4	1	1	0
Tead3	3	1	2
Tead2	111	71	40
Ifitm7	2	0	2
Tead1	36	6	30
RP23-391I5.5	36	36	0
Akr1e1	63	55	8
Lgr4	1	0	1
RP23-10F17.2	1	1	0
Gzf1	25	0	25
Rad54b	6	1	5
Scaf1	32	2	30
RP23-10F17.4	4	4	0
RP23-10F17.3	1	1	0
Scaf4	16	0	16
RP23-94B13.9	94	88	6
RP23-396K22.3	2	1	1
Lbhd1	2	0	2
RP23-94B13.4	1	0	1
RP23-118G3.2	1	1	0
RP23-408L3.3	23	0	23
RP23-119H17.1	5	5	0
Fam206a	18	6	12
RP23-119H17.2	3	3	0
RP23-184N11.4	1	0	1
RP23-82I13.8	1	1	0
RP24-541A5.1	4	4	0
Arfgap3	18	11	7
Arfgap2	86	26	60
Arfgap1	60	6	54
Agrn	45	0	45
Ermard	14	2	12
Ubtd1	8	4	4
Ubtd2	11	7	4
RP23-60P23.4	5	5	0
Fam207a	39	22	17
RP23-60P23.9	2	2	0
RP23-153F8.13	6	0	6
RP23-344O11.3	1	1	0
Ifi203	4	0	4
RP23-60P23.7	1	1	0
RP24-321J24.3	4	4	0
RP23-354G14.1	8	8	0
RP23-354G14.3	8	8	0
RP23-197G3.2	104	104	0
RP23-354G14.2	2	2	0
RP23-354G14.4	12	12	0
RP23-168F21.4	1	0	1
Htatsf1	116	27	89
Uap1	67	56	11
Fam208a	25	0	25
Aagab	25	10	15
Fam208b	22	0	22
RP23-263M4.7	3	3	0
RP24-178N19.2	3	3	0
Nanos3	8	0	8
Mir181b-2	3	3	0
Nanos1	22	22	0
Syap1	20	6	14
Nanos2	1	1	0
Elmsan1	1	0	1
Hyi	49	13	36
RP23-451C1.2	1	1	0
Rasgef1b	60	23	37
Rasgef1a	4	0	4
Rasgef1c	1	1	0
RP23-451C1.1	1	1	0
Cspg5	70	45	25
Sppl2b	29	7	22
Sppl2a	21	2	19
Cspg4	1	0	1
Yjefn3	1	0	1
CH25-588N10.2	6	2	4
RP23-117P3.3	5	3	2
Ndc80	32	18	14
Uckl1os	1	0	1
CH25-501L8.4	2	2	0
RP24-565B3.4	2	0	2
RP23-198O15.1	2	2	0
RP23-198O15.4	2	0	2
Tfdp2	48	1	47
Tfdp1	64	13	51
Cyb5a	238	234	4
Cyb5b	56	33	23
Chpf2	1	0	1
RP23-306I3.1	17	0	17
Xndc1	2	0	2
Nap1l4	282	123	159
Nap1l5	56	1	55
RP23-67H24.1	12	0	12
Etf1	76	44	32
Kdsr	21	13	8
Hist2h3b	6	6	0
Nap1l1	470	176	294
Brsk2	22	0	22
Nap1l2	12	12	0
Brsk1	45	4	41
Nap1l3	24	24	0
RP23-168E14.7	509	248	261
RP23-168E14.4	52	44	8
RP23-168E14.5	9	0	9
Psat1	67	37	30
RP24-95N16.3	3	0	3
RP24-366H8.3	4	4	0
Fam204a	65	6	59
Mbtps1	35	2	33
Cnppd1	27	11	16
Mbtps2	20	5	15
RP23-243E17.1	61	0	61
RP23-330D3.3	1	1	0
RP23-330D3.2	1	0	1
Msto1	26	12	14
Pten	83	45	38
Etfa	62	45	17
Pip5kl1	3	3	0
Adpgk	16	10	6
Pter	8	6	2
RP24-262G23.5	5	0	5
RP24-262G23.6	36	28	8
Rngtt	33	6	27
Fbxl22	1	0	1
RP23-99E24.1	1	0	1
Myef2	72	12	60
Tinf2	11	7	4
RP23-250O14.1	1	1	0
Fbxl20	24	7	17
Fbxl21	1	1	0
RP24-300D7.1	18	18	0
RP23-355E19.1	5	5	0
AL592433.1	10	10	0
Mboat7	38	20	18
Nnat	2825	2488	337
RP24-482A24.5	255	211	44
RP23-253I14.3	2	0	2
Cnbp	518	401	117
Mboat1	3	0	3
Mboat2	56	19	37
RP23-292H23.1	1	0	1
Fubp1	519	81	438
Fubp3	24	10	14
RP24-121I11.2	1	0	1
AC158114.3	24	0	24
Lonp2	42	12	30
Lonp1	48	28	20
Ift140	6	0	6
Id2	932	827	105
Zfas1	305	278	27
Id1	71	67	4
Id4	104	82	22
Id3	62	56	6
Cisd2	101	73	28
Cisd1	299	290	9
Cisd3	10	9	1
Knstrn	85	78	7
RP23-397G23.1	1	0	1
AC144779.1	1	1	0
Ptk2	37	2	35
Ick	37	11	26
RP24-406J12.2	1	1	0
Ptk7	5	2	3
Etl4	7	1	6
Tmeff2	24	12	12
Tmeff1	162	53	109
RP24-492L15.3	1	0	1
RP23-82J20.1	1	0	1
Ide	13	0	13
Dync1h1	95	0	95
Gabpa	15	5	10
Bcl2l11	15	1	14
Bcl2l13	28	5	23
Bcl2l12	11	5	6
RP24-146I24.12	1	0	1
Ids	13	0	13
Pi4k2a	21	7	14
Gfra1	5	0	5
Gfra2	3	1	2
Ptma	8357	7576	781
Gfra4	2	0	2
RP23-378N18.2	2	0	2
Dync1i2	288	70	218
Card10	1	0	1
Dync1i1	103	65	38
RP23-105M23.4	2	1	1
Card19	11	8	3
Renbp	4	4	0
B3galt2	17	7	10
Aldh4a1	4	0	4
B3galt1	19	0	19
RP23-421N20.3	1	0	1
RP24-157O12.2	14	14	0
Gabrd	1	0	1
RP23-414K1.4	7	3	4
Ahcy	46	38	8
Ptms	1053	646	407
RP24-285E3.2	2	2	0
Pank3	33	7	26
Ift172	13	0	13
Pank2	40	13	27
Pank4	5	1	4
Clptm1l	65	53	12
Pank1	24	12	12
RP23-283M18.3	13	13	0
RP23-220I5.2	1	1	0
Ets1	3	1	2
Rpp38	11	10	1
RP23-220I5.1	7	7	0
Ets2	3	0	3
RP23-301L9.6	1	1	0
RP23-301L9.3	2	2	0
RP23-214I20.5	2	0	2
Rpp30	86	72	14
Gtf2f2	52	25	27
Gtf2f1	93	49	44
Rpl21-ps15	529	529	0
Gm6133	1	1	0
Rpp21	82	64	18
RP23-476M16.2	3	0	3
Rpp25	35	35	0
RP23-359B23.5	511	468	43
Sphk2	19	8	11
B3galt6	45	45	0
Maneal	7	2	5
B3galt4	8	8	0
Gtf2e1	17	8	9
Gtf2e2	126	97	29
RP24-496C22.5	9	9	0
RP24-496C22.6	1	1	0
Lhfp	23	17	6
RP24-421J9.1	1	0	1
RP24-421J9.3	41	0	41
Uba5	120	62	58
Uba6	16	2	14
RP23-401G21.3	4	0	4
AC122291.2	7	7	0
Gtf2h2	46	32	14
Gtf2h1	58	29	29
Gtf2h4	35	26	9
Gtf2h3	24	16	8
RP23-81C3.1	5	5	0
RP23-401G21.7	1	0	1
Trhde	3	0	3
Gtf2h5	389	348	41
Panx2	5	0	5
Panx1	48	36	12
Pi4k2b	5	2	3
Zc3hc1	73	56	17
Cnn3	347	290	57
Ahi1	155	1	154
Srp14	443	408	35
Gm17509	1	1	0
Uba1	268	85	183
Uba2	158	111	47
Rpp40	9	6	3
Uba3	62	33	29
RP23-220F20.2	3	0	3
RP23-160F12.2	2	0	2
Srp19	191	152	39
Crls1	16	8	8
Ilk	69	38	31
L3mbtl4	2	0	2
RP23-251L22.1	2	0	2
RP23-433P9.4	1	0	1
Mkl2	7	0	7
RP23-373G12.1	1	0	1
Mkl1	6	1	5
Etv1	40	1	39
Etv4	5	2	3
Etv3	10	1	9
Etv6	2	1	1
RP24-335A22.6	12	12	0
RP23-142I8.1	1	0	1
Etv5	11	3	8
Gtf2a1	7	0	7
Gtf2a2	309	282	27
RP23-13G1.4	2	0	2
RP23-219P13.3	1	1	0
Tarsl2	6	0	6
Ina	489	286	203
Ptp4a3	52	36	16
Mcm3ap	22	0	22
Ptp4a1	119	74	45
Sapcd2	33	27	6
Ptp4a2	176	32	144
Sapcd1	8	4	4
Rpp14	59	43	16
Ifnar1	34	12	22
Il4i1	1	0	1
Ifnar2	3	0	3
RP23-426M5.1	1579	1579	0
RP24-388I23.2	1	0	1
RP23-143A14.3	8	0	8
Fbxl12	18	6	12
Fbxl14	5	5	0
Fbxl15	73	32	41
Fbxl16	19	5	14
Fbxl17	19	2	17
Fbxl18	51	6	45
RP24-218K1.4	10	10	0
Fbxl19	49	8	41
Cnr1	108	29	79
RP24-503L4.4	2	2	0
RP24-503L4.3	3	3	0
RP24-115G21.3	4	4	0
RP24-271F24.2	18	0	18
RP23-94H23.1	2	2	0
Ptx3	37	28	9
00R_AC107638.2	1	1	0
Phf5a	248	229	19
RP23-175I24.3	1	0	1
Wdr91	18	2	16
Erbb2	3	0	3
Wdr90	2	0	2
Wdr93	1	0	1
Erbb4	16	0	16
RP24-346E16.1	2	0	2
RP23-230H3.7	2	0	2
Wdr92	17	11	6
Tbkbp1	12	1	11
Ipp	6	2	4
Luc7l	134	13	121
Cnst	16	9	7
Dus3l	44	20	24
Ccbe1	12	3	9
Wdr83	56	43	13
Wdr86	2	0	2
RP23-149L20.1	3	3	0
RP23-441D9.4	27	0	27
Wdr89	588	3	585
RP23-441D9.9	1	0	1
Wdr82	59	10	49
Cnbd2	1	1	0
Wdr81	6	0	6
RP23-114N13.4	10	10	0
Otud6b	44	29	15
Bpnt1	25	21	4
Slain1os	1	0	1
RP23-231J3.3	139	139	0
Pm20d2	7	2	5
RP23-231J3.5	1	0	1
Otud7a	3	0	3
Otud7b	11	3	8
Wdr73	43	16	27
Wdr75	40	6	34
Pip4k2b	27	3	24
Wdr77	5	0	5
Pip4k2c	8	4	4
Wdr76	18	1	17
Bri3bp	56	30	26
Hdhd3	7	7	0
Pip4k2a	8	3	5
Wdr78	5	0	5
Hdhd2	69	41	28
RP23-335G1.5	1	1	0
Wdr70	14	5	9
Dus1l	25	1	24
RP23-335G1.4	1	1	0
RP23-335G1.1	1	0	1
RP24-93F20.6	2	2	0
Wdr5b	7	7	0
RP24-93F20.4	2	0	2
Wdr62	2	1	1
Wdr61	92	60	32
Ncapg	34	5	29
Wdr66	5	0	5
Ncaph	10	5	5
RP23-309H19.5	1	0	1
RP23-471O11.1	5	5	0
Wdr60	15	6	9
RP23-137G18.2	1	0	1
Wdr59	10	0	10
Xkr8	1	0	1
Xkr7	3	0	3
RP23-48C24.3	3	0	3
RP23-300P20.1	6	0	6
Ccpg1os	22	17	5
Mks1	3	1	2
RP23-83N17.1	13	7	6
Wdr53	22	14	8
Wdr55	32	22	10
Xkr4	2	1	1
Wdr54	18	2	16
Xkr6	9	3	6
Slc27a1	18	0	18
Pgam5	41	32	9
Phf24	8	0	8
Ubl7	119	63	56
Kank1	1	0	1
Wdr48	32	6	26
RP23-421P13.2	1	1	0
Kank2	2	0	2
Wdr47	79	24	55
Zfp637	199	164	35
Phf20	133	1	132
RP24-289J12.3	2	0	2
Nyap1	112	9	103
RP23-151C5.1	6	0	6
RP24-289J12.1	12	2	10
Phf23	77	41	36
Nfkb2	1	0	1
Nfkb1	6	0	6
RP23-368O6.2	1	1	0
RP24-253I2.4	11	0	11
Pgam1	71	31	40
Wdr41	20	8	12
Nyap2	12	0	12
Ubl3	55	23	32
Wdr44	12	0	12
Kirrel	3	0	3
Wdr43	36	17	19
Zfp639	39	9	30
Ubl5	552	490	62
Wdr46	24	16	8
Ptgr2	8	7	1
Ptgr1	2	2	0
Vamp8	3	3	0
Vamp1	4	2	2
Cdk5r2	4	4	0
Vamp3	45	34	11
Cdk5r1	330	16	314
Vamp2	118	70	48
Kank3	16	0	16
Kank4	1	0	1
Vamp4	61	54	7
Wdr37	29	9	20
Wdr36	15	3	12
Zfp626	3	0	3
Ivd	21	7	14
Zfp623	18	8	10
Zfp622	69	58	11
Lhpp	11	8	3
Wdr31	9	4	5
Wdr33	39	3	36
Zfp629	10	1	9
Zfp628	10	2	8
Wdr35	11	3	8
Wdr34	56	40	16
Letm1	100	61	39
Il6st	4	0	4
Whrn	4	2	2
Wdr26	195	20	175
Wdr25	2	0	2
Wdr27	2	1	1
Sel1l	40	7	33
Zfp612	32	10	22
Ubn1	92	0	92
Ahrr	2	0	2
Ubn2	129	1	128
Wdr20	34	9	25
Zfp618	13	0	13
RP24-247P24.1	1	1	0
RP23-316G7.2	2	2	0
Zfp617	23	4	19
Wdr24	11	4	7
Zfp619	5	1	4
RP24-115D19.2	1	0	1
RP23-97D19.2	4	3	1
Olfml2b	8	3	5
Wdr17	3	1	2
Zfp605	24	14	10
Wdr19	5	1	4
Wdr18	74	62	12
RP24-180C10.2	3	0	3
Plekho2	2	2	0
Plekho1	68	24	44
RP23-396C19.1	3	3	0
Pgap3	2	1	1
Pgap2	6	2	4
Wdr11	13	5	8
Pgap1	53	0	53
Zfp607	1	1	0
Zfp606	43	22	21
Letm2	7	1	6
Wdr13	28	3	25
Zfp609	19	0	19
Olfml2a	1	0	1
Wdr12	49	19	30
Zfp608	39	0	39
Ubp1	26	1	25
Fam3a	28	16	12
Fam3c	42	31	11
Lsm14b	73	8	65
Lsm14a	70	18	52
Iyd	1	0	1
Plekhn1	2	0	2
RP23-178B19.8	2	2	0
Gm23850	1	1	0
Slc14a2	20	0	20
Gm23849	10	10	0
RP23-80N18.1	2	0	2
RP23-306D24.2	8	8	0
Plekhm3	7	0	7
Plekhm2	12	0	12
Plekhm1	5	1	4
RP23-218L17.1	34	15	19
Drc7	1	1	0
Ubr1	21	1	20
Ubr2	37	0	37
Ubr3	21	2	19
Mrto4	138	121	17
Ubr4	42	0	42
RP24-457B22.1	4	4	0
RP24-457B22.3	1	0	1
RP23-46B12.7	2	2	0
Gm10563	1	0	1
Fibin	1	1	0
Tfap2c	21	12	9
Orc5	9	0	9
Tfap2d	24	8	16
Orc4	59	26	33
Orc6	125	87	38
Orc1	4	0	4
Orc3	33	14	19
Orc2	38	7	31
Ubr5	48	5	43
Ubr7	30	8	22
RP24-167M10.2	6	0	6
Drd2	4	0	4
RP24-167M10.4	6	6	0
Coa3	270	266	4
Drd4	1	1	0
Coa4	18	18	0
Drd5	1	1	0
Ppp3ca	280	84	196
Akt1s1	167	116	51
Ppp3cc	2	0	2
Ppp3cb	97	16	81
Crnde	1	0	1
Secisbp2	38	0	38
AC113182.4	45	6	39
RP24-161C20.2	4	4	0
Lhx1	8	3	5
Gm10557	2	0	2
Lhx2	338	188	150
Ppp1r3fos	3	3	0
Lhx8	1	0	1
Lhx9	14	6	8
Slc27a4	25	10	15
Slc27a3	16	11	5
Slc27a2	1	0	1
Drc1	1	0	1
RP23-152P5.2	2	0	2
Gm23864	7	7	0
Lhx5	11	6	5
Lhx6	10	0	10
Drc3	7	3	4
RP23-140I12.3	1	0	1
RP23-140I12.5	3	0	3
Mpv17l2	53	43	10
RP23-205H11.3	2	2	0
Plekhj1	211	144	67
Ythdc2	40	1	39
Nob1	83	55	28
Ythdc1	47	0	47
Pigyl	108	105	3
RP23-447L15.2	1	1	0
Gm10509	1	1	0
Coa5	75	4	71
C1ql1	9	7	2
Gm23802	1	1	0
Coa6	38	38	0
Csnk2b	257	214	43
C1ql3	1	0	1
Coa7	47	34	13
RP24-389J11.1	2	2	0
Zfp133-ps	4	1	3
RP23-176M9.1	28	0	28
Hs3st3a1	1	0	1
RP23-386D6.3	1	0	1
AC107822.4	2	0	2
Noa1	33	20	13
RP24-137J17.2	6	5	1
Csnk1d	82	35	47
Csnk1e	401	134	267
Vezf1	107	21	86
RP23-226O20.10	3	3	0
RP23-83I13.10	193	146	47
Gm22504	8	8	0
Gm22502	1	1	0
Atp1a2	38	13	25
RP23-83I13.14	9	0	9
Atp1a1	51	18	33
Atp1a3	23	3	20
RP23-121M22.10	2	0	2
Smarca5-ps	1	0	1
Plekhh3	6	4	2
Junos	1	0	1
Plekhh1	1	0	1
Coch	1	0	1
AC108424.1	35	35	0
RP23-407B16.2	1	1	0
Gm23830	3	3	0
Atp1b1	74	52	22
Mcrip2	18	12	6
Pced1a	3	0	3
Atp1b3	59	20	39
Pced1b	1	1	0
Atp1b2	21	3	18
Slc4a10	2	0	2
RP23-407B16.5	1	0	1
Plekhg5	2	0	2
Smap1	205	3	202
Smap2	35	8	27
Plekhg2	20	0	20
Plekhg1	1	0	1
Cobl	2	0	2
Ubtf	155	30	125
Drg1	151	125	26
RP24-77O15.3	1	1	0
RP23-216O10.2	1	0	1
Drg2	62	50	12
RP23-216O10.6	5	5	0
Smc1a	234	3	231
RP23-216O10.5	1	0	1
RP23-256M16.1	1	0	1
Smc1b	1	0	1
RP23-216O10.8	4	4	0
Rps14	4797	4697	100
Rps15	3604	3502	102
Rps16	3571	3514	57
Rps17	1611	1555	56
AC153919.1	22	0	22
Rps18	2845	2738	107
Rps19	3608	3258	350
Pikfyve	17	1	16
Mlc1	26	15	11
Rps10	2139	1921	218
RP23-414P13.9	6	6	0
Rps11	4459	4034	425
Rps12	734	625	109
Rps13	777	740	37
Paqr7	10	3	7
Cdc42bpa	41	3	38
Paqr9	7	7	0
Paqr8	10	2	8
Paqr3	16	4	12
Rpl23a-ps3	629	629	0
